title,remote_filepath,identifier,description,source_url,creator,subject[0],subject[1],subject[2],subject[3],publisher,language,collection,host_institution,license,local_filepath
"Бандуристе орле сизий (обробка дуету ""Бандурна розмова"") Бандура 2 / Banduryste orle syzyy (obrobka duetu ""Bandurna rozmova"") Bandura 2",ArticleFiles_1258.pdf,sucho-id-ArticleFiles_1258,"через http://library.dudaryk.ua/ua/compositions/~Banduryste_orle_syzyy_Bandura_2 / from http://library.dudaryk.ua/en/compositions/~Banduryste_orle_syzyy_Bandura_2 

Жанр:  ансамблевий, солоспіви, українські народні пісні
Століття:  XIX-XX
Обрядовий рік:  інше
Літургія:  

Jenre:  Ensemble music, Solo singing, Ukrainian folk songs
Century:  XIX-XX
Ceremonial Year:  Others
Worship Services:  



вказано під листом: Б / listed under letter: B 
додаткові URL-адреси | additional urls: 
http://library.dudaryk.ua/ua/compositions?articles_p=15 / http://library.dudaryk.ua/en/compositions?articles_p=30 
http://library.dudaryk.ua/php_uploads/data/articles/ArticleFiles_1258.pdf 
",http://library.dudaryk.ua/ua/compositions/~Banduryste_orle_syzyy_Bandura_2,,SUCHO,Dudaryk Choir Music Library,composition,choir music,Saving Ukrainian Cultural Heritage Online (SUCHO.org),ukr,opensource,Dudaryk Choir Music Library,,./articles/ArticleFiles_1258.pdf
